Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Year,Month,Day,Weekday,Order_Hour,Pickup_Hour
wjhb547495946,28,4.7,12.297954,76.665169,12.327954,76.695169,Sunny,Medium,motorcycle ,Metropolitian ,85,Outdoors,2022,3,19,5,18.0,18
ulog755409265,36,4.1,11.003669,76.976494,11.043669,77.016494,Stormy,Medium,scooter ,Metropolitian ,155,Shoes,2022,3,21,0,15.0,15
veng336050777,33,4.7,0.0,0.0,0.05,0.05,Sandstorms,Jam,van,Metropolitian ,29,Grocery,2022,4,1,4,20.0,20
fgyt187842733,35,4.7,23.357804,85.325146,23.427804,85.395146,Fog,Jam,motorcycle ,Metropolitian ,53,Grocery,2022,4,2,5,21.0,21
airk995272292,23,4.8,21.157729,72.768726,21.237729,72.848726,Cloudy,Medium,motorcycle ,Urban ,37,Grocery,2022,3,10,3,17.0,17
qwsx094298036,20,4.1,22.725748,75.898497,22.775748,75.948497,Windy,Low,motorcycle ,Metropolitian ,85,Kitchen,2022,3,7,0,23.0,23
klkl943389128,35,4.3,26.88842,75.800689,26.99842,75.910689,Stormy,Jam,motorcycle ,Metropolitian ,225,Skincare,2022,3,12,5,19.0,19
zabp328475966,31,4.3,0.0,0.0,0.09,0.09,Fog,Medium,motorcycle ,Metropolitian ,220,Clothing,2022,2,14,0,19.0,19
vjir487293571,28,4.9,13.045479,80.23311,13.065479,80.25311,Sandstorms,High,motorcycle ,Metropolitian ,120,Electronics,2022,3,30,2,11.0,11
yjqh879530804,36,5.0,12.913041,77.683237,13.023041,77.793237,Sandstorms,Jam,motorcycle ,Metropolitian ,150,Electronics,2022,4,6,2,19.0,19
hrlh887559676,25,4.7,22.725835,75.887648,22.755835,75.917648,Cloudy,Jam,scooter ,Other,145,Cosmetics,2022,3,1,1,19.0,19
tfoe370688920,23,4.9,19.131141,72.813074,19.17114,72.853074,Windy,High,van,Metropolitian ,130,Home,2022,3,7,0,12.0,13
ohbc146349004,27,4.7,21.160437,72.774209,21.210437,72.824209,Cloudy,Low,motorcycle ,Urban ,50,Cosmetics,2022,3,28,0,23.0,23
slis501550333,31,4.6,25.443994,81.860187,25.513994,81.930187,Cloudy,Jam,motorcycle ,Metropolitian ,255,Kitchen,2022,2,18,4,21.0,21
cgqf097454052,21,4.2,26.913483,75.803139,26.933483,75.823139,Stormy,Low,motorcycle ,Other,100,Snacks,2022,3,13,6,9.0,9
aege753663438,33,4.6,12.98041,77.640489,13.11041,77.770489,Fog,Medium,van,Metropolitian ,200,Jewelry,2022,3,8,1,18.0,19
lkim578970224,31,4.8,12.972161,77.596014,13.032161,77.656014,Cloudy,Jam,motorcycle ,Urban ,130,Snacks,2022,3,11,4,19.0,19
uvkm025217536,32,4.9,21.185047,72.80859,21.195047,72.81859,Sandstorms,High,scooter ,Metropolitian ,145,Electronics,2022,3,17,3,11.0,12
hoss505105704,21,4.5,12.325461,76.632278,12.455461,76.762278,Fog,Jam,motorcycle ,Metropolitian ,190,Shoes,2022,3,12,5,19.0,19
cnpm288427857,39,3.5,17.422819,78.449578,17.502819,78.529578,Stormy,Jam,motorcycle ,Urban ,165,Books,2022,4,4,0,20.0,20
bcmw198870239,37,4.8,21.149834,72.778666,21.219834,72.848666,Sunny,Jam,scooter ,Urban ,105,Shoes,2022,3,31,3,21.0,21
urnp883483801,31,4.6,12.986047,80.218114,13.056047,80.288114,Stormy,Low,motorcycle ,Metropolitian ,125,Toys,2022,4,6,2,22.0,22
lnxk440069161,33,5.0,11.010375,76.95295,11.140375,77.08295,Fog,Jam,motorcycle ,Metropolitian ,270,Toys,2022,4,4,0,21.0,21
aehy234323130,29,4.9,18.536562,73.896485,18.606562,73.966485,Fog,Medium,motorcycle ,Metropolitian ,175,Sports,2022,3,23,2,18.0,18
otwq673739388,29,5.0,0.0,0.0,0.05,0.05,Sunny,Low,scooter ,Other,75,Skincare,2022,2,13,6,23.0,23
kiox299634110,25,4.8,18.546258,73.904337,18.656258,74.014337,Fog,Jam,motorcycle ,Metropolitian ,220,Cosmetics,2022,4,2,5,20.0,20
rkta663766858,33,4.7,17.428294,78.404423,17.438294,78.414423,Sunny,Low,scooter ,Metropolitian ,95,Cosmetics,2022,3,13,6,9.0,9
rptq474010645,26,5.0,17.429585,78.392621,17.539585,78.502621,Sunny,Low,motorcycle ,Other,130,Clothing,2022,3,12,5,22.0,22
vrqh533809968,28,4.7,18.994237,72.825553,19.064237,72.895553,Sandstorms,Low,motorcycle ,Urban ,95,Sports,2022,3,4,4,23.0,23
aovh846299386,37,5.0,11.001753,76.986241,11.071753,77.056241,Stormy,Jam,motorcycle ,Metropolitian ,265,Electronics,2022,4,6,2,19.0,19
wbvu247826141,26,4.8,22.311844,73.165081,22.361844,73.215081,Windy,Medium,scooter ,Metropolitian ,135,Skincare,2022,3,5,5,18.0,19
jina376655016,38,4.9,12.311072,76.654878,12.321072,76.664878,Fog,Low,motorcycle ,Urban ,120,Skincare,2022,3,21,0,10.0,10
ihpn637419767,30,4.6,22.761593,75.886362,22.831593,75.956362,Stormy,Low,motorcycle ,Metropolitian ,130,Apparel,2022,3,18,4,23.0,23
uysa708451211,32,4.9,18.554382,73.798206,18.684382,73.928206,Fog,Jam,motorcycle ,Metropolitian ,205,Home,2022,3,31,3,21.0,21
erpm304253288,27,4.9,13.022394,80.242439,13.032394,80.252439,Stormy,Low,scooter ,Metropolitian ,95,Electronics,2022,4,3,6,9.0,9
joyt335036732,23,4.9,19.221315,72.862381,19.311315,72.952381,Fog,Medium,scooter ,Metropolitian ,195,Kitchen,2022,3,4,4,18.0,18
nwin330098016,35,4.6,13.091809,80.219104,13.201809,80.329104,Fog,Jam,van,Metropolitian ,210,Skincare,2022,3,18,4,21.0,21
ugei446404961,35,4.8,23.351489,85.324253,23.401489,85.374253,Sunny,Jam,scooter ,Metropolitian ,110,Outdoors,2022,3,21,0,22.0,22
xpgw947874677,35,4.3,22.32,73.17,22.43,73.28,Sandstorms,Jam,scooter ,Metropolitian ,180,Sports,2022,4,4,0,19.0,19
jptk658410739,20,4.8,12.979166,77.640709,13.029166,77.690709,Sandstorms,Medium,motorcycle ,Metropolitian ,120,Outdoors,2022,3,15,1,17.0,17
lkxm043821530,28,4.6,10.96185,76.971082,11.03185,77.041082,Sandstorms,Jam,motorcycle ,Metropolitian ,145,Cosmetics,2022,3,20,6,20.0,21
rplb678868157,28,4.8,13.066762,80.251865,13.106762,80.291865,Stormy,High,scooter ,Urban ,75,Skincare,2022,3,3,3,14.0,15
qoiq054923014,27,4.8,19.103249,72.846749,19.183249,72.926749,Sandstorms,Low,motorcycle ,Metropolitian ,75,Toys,2022,4,4,0,22.0,22
ufap325578927,24,4.7,17.424114,78.347554,17.554114,78.477554,Sunny,Medium,van,Metropolitian ,85,Toys,2022,4,4,0,17.0,17
repw938652005,39,4.4,12.972793,80.249982,13.102793,80.379982,Sunny,Medium,motorcycle ,Metropolitian ,155,Snacks,2022,3,12,5,18.0,18
qige236912524,28,5.0,18.546947,73.900626,18.626947,73.980626,Cloudy,Low,motorcycle ,Metropolitian ,120,Electronics,2022,4,6,2,23.0,23
rugg849868596,39,4.1,18.536562,73.896485,18.616562,73.976485,Sandstorms,Jam,scooter ,Metropolitian ,190,Clothing,2022,3,20,6,21.0,22
gpza925526959,34,4.3,26.905287,75.794592,26.955287,75.844592,Cloudy,Medium,motorcycle ,Metropolitian ,170,Electronics,2022,3,1,1,17.0,17
lihq948208577,29,4.8,11.021278,76.995017,11.041278,77.015017,Windy,High,scooter ,Metropolitian ,90,Clothing,2022,3,26,5,11.0,12
vrgl039935970,29,5.0,26.482419,80.320939,26.522419,80.360939,Fog,High,scooter ,Metropolitian ,140,Toys,2022,2,13,6,13.0,13
kcpq645894240,31,4.7,18.56245,73.916619,18.61245,73.966619,Cloudy,Low,motorcycle ,Metropolitian ,90,Clothing,2022,3,24,3,23.0,23
qtsl812793869,35,4.1,12.939496,77.625999,13.049496,77.735999,Stormy,Medium,motorcycle ,Metropolitian ,190,Snacks,2022,3,4,4,17.0,17
hxpp804241946,25,4.9,11.000762,76.981876,11.040762,77.021876,Fog,Medium,motorcycle ,Metropolitian ,65,Sports,2022,3,24,3,15.0,15
khzr502246279,38,4.4,25.45235,81.841889,25.56235,81.951889,Fog,Medium,motorcycle ,Other,165,Electronics,2022,2,12,5,17.0,17
cxgl261855359,36,4.9,0.0,0.0,0.04,0.04,Cloudy,High,motorcycle ,Metropolitian ,135,Books,2022,2,11,4,14.0,14
xnqq752562781,37,4.6,21.183434,72.814492,21.263434,72.894492,Stormy,Medium,scooter ,Urban ,100,Snacks,2022,3,27,6,18.0,18
adik676430530,28,4.3,30.885814,75.786976,30.905814,75.806976,Stormy,Low,motorcycle ,Urban ,145,Apparel,2022,2,13,6,10.0,10
vfdo296696308,25,4.9,22.651847,75.881991,22.741847,75.971991,Sandstorms,Low,motorcycle ,Metropolitian ,60,Snacks,2022,3,25,4,23.0,0
ryux396721202,28,4.9,23.359407,85.325055,23.469407,85.435055,Cloudy,Low,motorcycle ,Metropolitian ,130,Sports,2022,3,10,3,23.0,23
vdgz273928951,22,5.0,12.981615,80.231598,13.041615,80.291598,Windy,Jam,motorcycle ,Metropolitian ,175,Jewelry,2022,3,3,3,20.0,20
gvwx078474047,23,4.8,23.359407,85.325055,23.469407,85.435055,Windy,Jam,motorcycle ,Metropolitian ,105,Toys,2022,3,4,4,21.0,22
xyvu994211342,35,4.7,27.16185,78.040165,27.21185,78.090165,Sandstorms,Medium,motorcycle ,Metropolitian ,135,Books,2022,2,13,6,17.0,17
vuyu065991946,30,4.6,12.326356,76.619103,12.366356,76.659103,Windy,High,van,Urban ,145,Books,2022,4,1,4,12.0,12
iwhf442204428,31,4.8,22.310237,73.158921,22.380237,73.228921,Sunny,Jam,motorcycle ,Urban ,190,Skincare,2022,3,31,3,21.0,21
vuld174516032,24,5.0,26.911927,75.797282,27.051927,75.937282,Cloudy,Medium,motorcycle ,Metropolitian ,205,Outdoors,2022,3,27,6,17.0,17
cuqa826872050,38,4.6,11.001852,76.976268,11.011852,76.986268,Cloudy,Low,scooter ,Metropolitian ,85,Cosmetics,2022,3,26,5,10.0,10
uyal930309732,23,4.6,15.49395,73.827423,15.53395,73.867423,Sandstorms,Medium,motorcycle ,Metropolitian ,65,Kitchen,2022,2,15,1,15.0,15
kiyk223630390,22,4.6,18.994049,72.825203,19.034049,72.865203,Fog,High,motorcycle ,Metropolitian ,130,Jewelry,2022,3,11,4,12.0,12
gjpj453808306,33,4.5,18.533811,73.899315,18.663811,74.029315,Cloudy,Jam,motorcycle ,Metropolitian ,265,Kitchen,2022,3,31,3,19.0,19
emft153158078,24,4.8,12.933284,77.615428,12.983284,77.665428,Windy,Jam,scooter ,Metropolitian ,115,Books,2022,3,21,0,19.0,20
qjqc673873546,33,4.8,13.064181,80.236442,13.104181,80.276442,Windy,High,scooter ,Metropolitian ,135,Shoes,2022,3,7,0,14.0,14
sqyn661087219,26,4.4,12.914264,77.6784,12.994264,77.7584,Fog,Medium,motorcycle ,Metropolitian ,170,Clothing,2022,3,27,6,17.0,17
fzdq519364954,24,4.6,12.323225,76.630028,12.343225,76.650028,Stormy,Low,motorcycle ,Urban ,80,Cosmetics,2022,3,3,3,8.0,9
mteg385403286,36,4.5,12.986047,80.218114,13.036047,80.268114,Windy,Jam,scooter ,Metropolitian ,145,Kitchen,2022,3,11,4,21.0,21
nxqn270421654,29,4.4,12.934365,77.616155,13.024365,77.706155,Cloudy,Jam,scooter ,Metropolitian ,155,Pet Supplies,2022,4,4,0,19.0,19
ftbk958935462,26,4.5,23.357804,85.325146,23.447804,85.415146,Stormy,Jam,scooter ,Urban ,95,Jewelry,2022,4,2,5,21.0,22
accq452230322,23,4.7,18.593481,73.785901,18.673481,73.865901,Sandstorms,Low,motorcycle ,Metropolitian ,115,Shoes,2022,4,2,5,23.0,0
ehvw826781202,24,4.7,11.024839,77.007003,11.094839,77.077003,Cloudy,Low,scooter ,Metropolitian ,100,Electronics,2022,3,27,6,23.0,23
noan595873233,24,4.9,21.17106,72.789292,21.22106,72.839292,Sunny,Low,scooter ,Metropolitian ,85,Books,2022,3,9,2,22.0,23
mdpo295579967,38,4.1,25.45235,81.841889,25.49235,81.881889,Sandstorms,Medium,motorcycle ,Metropolitian ,165,Sports,2022,2,17,3,16.0,16
mtlq557527223,28,4.6,27.201725,78.007553,27.241725,78.047553,Fog,Medium,motorcycle ,Metropolitian ,90,Pet Supplies,2022,2,11,4,15.0,16
vssf505748674,30,4.1,26.913987,75.752891,27.043987,75.882891,Windy,Jam,motorcycle ,Metropolitian ,190,Toys,2022,4,4,0,21.0,21
lfra509141877,29,4.9,15.516833,73.768172,15.646833,73.898172,Windy,Jam,motorcycle ,Metropolitian ,135,Sports,2022,2,14,0,19.0,19
wmuy568019093,26,4.8,12.978453,77.643685,12.998453,77.663685,Windy,Low,van,Metropolitian ,90,Kitchen,2022,3,26,5,9.0,9
xxsh405048593,27,4.9,18.530963,73.828972,18.580963,73.878972,Windy,Jam,motorcycle ,Other,95,Sports,2022,3,17,3,20.0,20
besj904014692,27,4.6,13.091809,80.219104,13.181809,80.309104,Cloudy,Medium,motorcycle ,Urban ,170,Sports,2022,3,25,4,17.0,17
hkom894797717,23,4.7,11.000762,76.981876,11.080762,77.061876,Windy,Jam,motorcycle ,Metropolitian ,115,Outdoors,2022,3,4,4,20.0,20
kqrg162838229,32,4.3,18.520016,73.830547,18.630016,73.940547,Stormy,Jam,motorcycle ,Metropolitian ,190,Shoes,2022,3,12,5,20.0,21
azxh939458598,23,4.9,26.911378,75.789034,26.971378,75.849034,Stormy,Jam,motorcycle ,Metropolitian ,26,Grocery,2022,3,28,0,21.0,21
uhyh774080740,31,4.0,12.352058,76.60665,12.462058,76.71665,Cloudy,Jam,motorcycle ,Metropolitian ,200,Kitchen,2022,3,29,1,19.0,19
mjra614047376,39,4.1,12.321214,76.621094,12.371214,76.671094,Stormy,Medium,motorcycle ,Metropolitian ,34,Grocery,2022,3,11,4,18.0,18
toqb250842891,23,4.8,11.021278,76.995017,11.081278,77.055017,Sunny,Low,motorcycle ,Metropolitian ,95,Skincare,2022,3,3,3,22.0,22
arch811530420,23,4.7,12.326356,76.619103,12.456356,76.749103,Fog,Medium,scooter ,Metropolitian ,155,Jewelry,2022,4,2,5,18.0,19
cczw781780314,31,4.6,19.221315,72.862381,19.291315,72.932381,Windy,Low,motorcycle ,Metropolitian ,95,Sports,2022,3,2,2,22.0,22
rsdl368090291,25,4.6,21.149569,72.772697,21.239569,72.862697,Cloudy,Medium,motorcycle ,Metropolitian ,175,Clothing,2022,3,6,6,18.0,19
jmeq314808175,21,4.9,30.88722,75.804893,30.99722,75.914893,Sunny,Jam,motorcycle ,Metropolitian ,120,Apparel,2022,2,14,0,21.0,21
mjrh659166453,24,4.6,0.0,0.0,0.01,0.01,Fog,Low,scooter ,Urban ,60,Cosmetics,2022,3,7,0,10.0,10
jchh165303243,30,4.2,23.353783,85.326967,23.483783,85.456967,Stormy,Jam,scooter ,Metropolitian ,185,Pet Supplies,2022,3,4,4,21.0,21
cahz369940900,36,4.4,11.008638,76.984311,11.088638,77.064311,Sunny,Medium,motorcycle ,Urban ,165,Apparel,2022,3,12,5,18.0,18
eqea220893444,39,4.1,18.593481,73.785901,18.703481,73.895901,Sandstorms,Medium,motorcycle ,Metropolitian ,195,Shoes,2022,4,4,0,18.0,18
yeun065841354,32,4.7,23.357804,85.325146,23.407804,85.375146,Cloudy,Medium,van,Urban ,80,Snacks,2022,4,5,1,19.0,19
ucdq582888819,29,5.0,26.905287,75.794592,26.985287,75.874592,Fog,Low,scooter ,Metropolitian ,100,Shoes,2022,4,2,5,22.0,23
kupy824548874,20,4.6,26.914142,75.805704,27.004142,75.895704,Cloudy,Low,motorcycle ,Metropolitian ,115,Books,2022,3,4,4,23.0,23
xlxk815586761,22,4.8,9.982834,76.283268,10.072834,76.373268,Sunny,Jam,motorcycle ,Urban ,120,Home,2022,2,16,2,19.0,19
shkj601836779,23,4.7,22.728163,75.884212,22.748163,75.904212,Sandstorms,High,motorcycle ,Metropolitian ,110,Outdoors,2022,3,5,5,12.0,12
bkcv112171609,34,4.7,27.163303,78.057044,27.253303,78.147044,Cloudy,Jam,scooter ,Metropolitian ,220,Kitchen,2022,2,18,4,19.0,19
tsgk110043437,29,5.0,26.891191,75.802083,26.961191,75.872083,Fog,Jam,motorcycle ,Metropolitian ,180,Toys,2022,3,23,2,20.0,21
xpts941748787,31,5.0,22.547186,88.35068,22.577185,88.38068,Cloudy,Jam,scooter ,Metropolitian ,140,Cosmetics,2022,2,15,1,21.0,22
zmgj919602822,22,4.7,12.323978,76.627961,12.393978,76.697961,Sandstorms,Low,scooter ,Metropolitian ,90,Electronics,2022,4,2,5,22.0,22
rfth475757944,37,4.2,13.086438,80.220672,13.146439,80.280672,Windy,Jam,van,Urban ,160,Outdoors,2022,3,30,2,20.0,20
hdes004386434,35,4.7,22.745536,75.893106,22.825536,75.973106,Windy,Medium,motorcycle ,Metropolitian ,150,Jewelry,2022,3,20,6,19.0,19
impm552358876,23,4.9,12.934365,77.616155,13.014365,77.696155,Stormy,Jam,scooter ,Metropolitian ,120,Books,2022,3,23,2,20.0,20
zznm989127780,33,4.1,21.149834,72.778666,21.219834,72.848666,Sandstorms,Jam,motorcycle ,Urban ,190,Electronics,2022,4,6,2,20.0,21
rheb881632602,33,4.6,21.185047,72.80859,21.205047,72.82859,Stormy,Low,van,Metropolitian ,130,Toys,2022,4,1,4,8.0,9
ljid595163947,33,4.0,12.284747,76.625861,12.364747,76.705861,Cloudy,Low,motorcycle ,Metropolitian ,215,Home,2022,3,25,4,23.0,23
qmck264726855,33,4.9,0.0,0.0,0.05,0.05,Sunny,Medium,motorcycle ,Metropolitian ,100,Skincare,2022,3,28,0,17.0,17
mcnb387789751,27,4.6,19.12663,72.829976,19.23663,72.939976,Sandstorms,Medium,motorcycle ,Metropolitian ,110,Home,2022,3,18,4,18.0,18
ssse130836432,35,4.9,11.000762,76.981876,11.060762,77.041876,Windy,Medium,motorcycle ,Other,190,Cosmetics,2022,4,1,4,18.0,18
tatl950432918,26,4.1,21.149834,72.778666,21.229834,72.858666,Fog,Jam,van,Metropolitian ,195,Kitchen,2022,3,10,3,19.0,19
dyrm101245903,30,3.8,22.751234,75.88949,22.821234,75.95949,Windy,Jam,scooter ,Metropolitian ,31,Grocery,2022,3,14,0,21.0,21
arht318769985,23,4.8,21.157735,72.768778,21.187735,72.798778,Cloudy,Jam,van,Metropolitian ,170,Apparel,2022,3,24,3,21.0,21
aovp255957361,23,4.6,0.0,0.0,0.11,0.11,Sandstorms,Medium,van,Metropolitian ,85,Cosmetics,2022,3,18,4,17.0,18
sbdc641805082,21,4.7,12.979096,77.640625,12.989096,77.650625,Sandstorms,Low,motorcycle ,Metropolitian ,60,Skincare,2022,3,1,1,8.0,8
vgfb341284303,28,4.6,18.516216,73.842527,18.566216,73.892527,Fog,Medium,scooter ,Metropolitian ,85,Cosmetics,2022,3,13,6,17.0,17
tpsa273201300,37,4.7,12.979166,77.640709,13.019166,77.680709,Fog,Medium,van,Metropolitian ,90,Jewelry,2022,3,3,3,15.0,16
ahhj706703670,26,4.7,23.374989,85.335486,23.424989,85.385486,Cloudy,Low,scooter ,Metropolitian ,60,Cosmetics,2022,3,26,5,23.0,23
vnif597674332,35,4.8,9.960846,76.293936,10.020846,76.353936,Sandstorms,Low,motorcycle ,Other,140,Snacks,2022,2,13,6,23.0,23
puqm800733237,27,4.6,0.0,0.0,0.04,0.04,Windy,Medium,motorcycle ,Metropolitian ,140,Apparel,2022,2,17,3,15.0,15
ibix526978003,24,4.9,0.0,0.0,0.11,0.11,Fog,Jam,motorcycle ,Semi-Urban ,47,Grocery,2022,3,29,1,19.0,19
skae681923439,34,4.7,30.335259,78.053162,30.355259,78.073162,Fog,Low,motorcycle ,Metropolitian ,115,Home,2022,2,11,4,10.0,10
dkju949608812,32,4.9,25.451646,81.832796,25.591646,81.972796,Fog,Medium,motorcycle ,Metropolitian ,150,Books,2022,2,16,2,18.0,18
umkf091247599,26,4.7,12.323225,76.630028,12.343225,76.650028,Stormy,High,scooter ,Urban ,50,Sports,2022,3,15,1,11.0,11
wtxi764384368,29,4.7,21.17106,72.789292,21.19106,72.809292,Stormy,High,scooter ,Metropolitian ,115,Books,2022,3,26,5,11.0,12
dfby633227952,38,4.5,27.163303,78.057044,27.253303,78.147044,Stormy,Jam,motorcycle ,Metropolitian ,190,Sports,2022,2,12,5,21.0,21
oiga382802013,29,4.2,26.911378,75.789034,26.961378,75.839034,Fog,Jam,motorcycle ,Metropolitian ,160,Apparel,2022,3,21,0,21.0,21
dkbx581039348,26,4.3,18.593481,73.785901,18.653481,73.845901,Windy,Low,motorcycle ,Metropolitian ,115,Outdoors,2022,3,11,4,23.0,23
rnny422824210,35,4.9,22.310237,73.158921,22.440237,73.288921,Windy,Low,motorcycle ,Metropolitian ,140,Sports,2022,4,2,5,23.0,0
hstc134134397,35,4.9,0.0,0.0,0.03,0.03,Stormy,Jam,scooter ,Metropolitian ,145,Apparel,2022,3,26,5,21.0,21
jptr583515630,26,4.8,30.893244,75.821817,30.943244,75.871817,Stormy,Jam,scooter ,Metropolitian ,60,Skincare,2022,2,17,3,20.0,20
qdwo416477444,29,4.8,22.725748,75.898497,22.795748,75.968497,Stormy,Low,scooter ,Metropolitian ,55,Shoes,2022,3,23,2,23.0,23
boly320226090,22,5.0,21.17106,72.789292,21.22106,72.839292,Cloudy,Low,motorcycle ,Metropolitian ,55,Home,2022,3,19,5,23.0,23
tiuq539544403,24,4.9,0.0,0.0,0.02,0.02,Sunny,Low,scooter ,Urban ,105,Home,2022,2,11,4,9.0,9
vzvi801263170,22,5.0,17.458998,78.500366,17.478998,78.520366,Fog,High,scooter ,Metropolitian ,120,Outdoors,2022,3,26,5,11.0,11
ykwi536405221,26,4.9,26.90294,75.793007,26.91294,75.803007,Cloudy,Low,motorcycle ,Metropolitian ,55,Apparel,2022,3,28,0,8.0,8
dctv391325983,22,4.9,17.45971,78.368855,17.48971,78.398855,Stormy,Jam,scooter ,Metropolitian ,105,Outdoors,2022,3,17,3,19.0,20
appd193432141,37,4.6,12.316967,76.603067,12.366967,76.653067,Sunny,Low,motorcycle ,Metropolitian ,100,Books,2022,3,13,6,22.0,22
gbpa992753997,35,4.7,11.022298,76.998349,11.102298,77.078349,Fog,Medium,scooter ,Metropolitian ,200,Electronics,2022,3,16,2,18.0,19
qlgu165871403,23,5.0,21.183434,72.814492,21.193434,72.824492,Sunny,High,scooter ,Urban ,70,Apparel,2022,4,5,1,11.0,11
gljb334344634,21,4.6,0.0,0.0,0.02,0.02,Windy,Low,motorcycle ,Urban ,11,Grocery,2022,3,5,5,8.0,8
ngrr953755054,20,4.1,26.902908,75.792934,27.042908,75.932934,Cloudy,Jam,scooter ,Metropolitian ,200,Shoes,2022,3,23,2,21.0,22
caxr431205903,33,4.9,12.284747,76.625861,12.354747,76.695861,Sandstorms,Medium,scooter ,Other,125,Pet Supplies,2022,3,12,5,17.0,17
fkyq692262283,22,4.2,10.96185,76.971082,10.98185,76.991082,Stormy,Low,motorcycle ,Metropolitian ,75,Kitchen,2022,3,17,3,8.0,8
frbr404896520,33,3.9,30.890184,75.829615,31.020184,75.959615,Sandstorms,Jam,scooter ,Metropolitian ,210,Jewelry,2022,2,18,4,19.0,19
dcmc072175296,37,4.7,13.066762,80.251865,13.156762,80.341865,Sunny,Low,scooter ,Metropolitian ,100,Electronics,2022,3,8,1,23.0,0
ortl606519810,29,4.8,0.0,0.0,0.07,0.07,Sandstorms,Jam,motorcycle ,Urban ,150,Toys,2022,2,12,5,19.0,20
xbog703596422,20,4.9,23.355164,85.324097,23.435164,85.404097,Sunny,Medium,motorcycle ,Metropolitian ,100,Kitchen,2022,4,4,0,17.0,17
mrvy893201573,36,4.8,17.424114,78.347554,17.554114,78.477554,Stormy,Low,van,Urban ,85,Clothing,2022,3,8,1,22.0,22
otmv224912429,37,4.4,18.593481,73.785901,18.663481,73.855901,Stormy,Jam,scooter ,Metropolitian ,170,Toys,2022,3,27,6,19.0,19
uoax437764808,23,2.8,30.88722,75.804893,30.95722,75.874893,Sunny,Low,motorcycle ,Metropolitian ,155,Sports,2022,2,16,2,22.0,22
fpiz773622272,20,4.6,21.15276,72.778059,21.18276,72.808059,Sandstorms,Low,motorcycle ,Metropolitian ,85,Home,2022,3,15,1,23.0,23
afsw032253642,36,4.7,-22.553227,88.353273,22.643227,88.443273,Sunny,Medium,van,Metropolitian ,105,Home,2022,2,14,0,18.0,19
ibcn681779380,25,4.9,12.311072,76.654878,12.321072,76.664878,Sandstorms,Low,scooter ,Urban ,85,Home,2022,4,3,6,8.0,8
ocoy543928952,23,4.1,12.323978,76.627961,12.393978,76.697961,Cloudy,Jam,scooter ,Metropolitian ,195,Cosmetics,2022,3,12,5,21.0,21
plao453694706,28,4.9,17.455894,78.375467,17.505894,78.425467,Stormy,Medium,scooter ,Urban ,100,Clothing,2022,3,11,4,18.0,18
bcra003243136,32,4.6,18.994237,72.825553,19.034237,72.865553,Stormy,Medium,motorcycle ,Metropolitian ,135,Outdoors,2022,3,17,3,15.0,15
dwrg715009940,26,4.5,17.458998,78.500366,17.498998,78.540366,Cloudy,High,motorcycle ,Metropolitian ,125,Cosmetics,2022,3,21,0,12.0,12
iygq805292487,22,4.6,23.359407,85.325055,23.379407,85.345055,Windy,High,motorcycle ,Metropolitian ,145,Apparel,2022,3,13,6,11.0,12
prvs159185760,27,4.9,11.022298,76.998349,11.102298,77.078349,Sunny,Medium,scooter ,Urban ,65,Snacks,2022,3,27,6,17.0,17
ynlh310767741,28,4.9,22.725835,75.887648,22.795835,75.957648,Sandstorms,Jam,scooter ,Metropolitian ,85,Pet Supplies,2022,4,4,0,19.0,19
qnlf661370819,26,4.8,22.308096,73.167753,22.348096,73.207753,Windy,Medium,motorcycle ,Urban ,100,Snacks,2022,3,7,0,15.0,15
cwcu741446841,26,4.7,12.326356,76.619103,12.456356,76.749103,Cloudy,Low,motorcycle ,Metropolitian ,115,Pet Supplies,2022,3,20,6,22.0,22
umsw608823589,20,5.0,19.12663,72.829976,19.13663,72.839976,Cloudy,Low,van,Urban ,85,Home,2022,3,13,6,11.0,11
qmkr792155372,25,4.5,15.576683,73.75575,15.586683,73.76575,Windy,Low,van,Metropolitian ,60,Outdoors,2022,2,17,3,10.0,10
acmc954220734,21,3.7,12.939496,77.625999,12.999496,77.685999,Sunny,Jam,motorcycle ,Metropolitian ,205,Jewelry,2022,3,17,3,21.0,22
auqq121884741,31,4.0,18.994237,72.825553,19.024237,72.855553,Sandstorms,Low,motorcycle ,Other,150,Shoes,2022,3,1,1,22.0,22
feth036591020,37,4.2,0.0,0.0,0.04,0.04,Fog,High,motorcycle ,Metropolitian ,180,Shoes,2022,3,28,0,15.0,15
nwby355512352,25,3.2,12.284747,76.625861,12.394747,76.735861,Sunny,Low,scooter ,Metropolitian ,190,Shoes,2022,3,14,0,22.0,22
bvvi298537483,35,4.7,17.458998,78.500366,17.468998,78.510366,Sunny,Low,scooter ,Metropolitian ,90,Home,2022,3,28,0,9.0,9
yzui208912906,36,4.1,22.310329,73.169083,22.380329,73.239083,Sandstorms,Jam,motorcycle ,Metropolitian ,215,Home,2022,3,2,2,21.0,21
vqrp597731437,23,5.0,21.186884,72.793616,21.266884,72.873616,Stormy,Jam,motorcycle ,Metropolitian ,130,Cosmetics,2022,3,12,5,19.0,19
